position,caller,owner,healthFactor,healthFactorRaw,isLiquidatable,status,error
0x009a932582Df0A33991d7DAb93A39cd418DA6E19,0x5F31cB7BA045c271e1A38570aC5a087238d09227,0x5F31cB7BA045c271e1A38570aC5a087238d09227,1.332893,1332892931195005061,false,HEALTHY,""
0xAAf0FaBEBba416f27d0E1b11F6e018F100F9c342,0xE38638BcF5aE24BA2cc4c4c741017C684Ef7d33B,0xE38638BcF5aE24BA2cc4c4c741017C684Ef7d33B,1.199604,1199603994022253859,false,HEALTHY,""
0x3a269562F50F56c2800C3eaf0b22B3c352d5A28e,0xa0Eb44b173AF64f2FdB47C7d76FF3A33e04103b6,0xa0Eb44b173AF64f2FdB47C7d76FF3A33e04103b6,1.058473,1058473358230065625,false,HEALTHY,""
0x28Ef1F9001F44BF4FE5c531a6E39f009A0fcc309,0x7D56e162A044A6B327332D3e6Ce4F68470440373,0x7D56e162A044A6B327332D3e6Ce4F68470440373,1.032857,1032857124904271000,false,HEALTHY,""
0xfF0c6785138fcaFA3043f6cDbA918aE260975e0a,0x7A35bbc1De0b86E11AEA964956807E08317f3803,0x7A35bbc1De0b86E11AEA964956807E08317f3803,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x139B37b896FA5479C2ff1C709E0542983F16d2d6,0xAF10ab131b689e5a8e8518822013Fd9709819854,0xAF10ab131b689e5a8e8518822013Fd9709819854,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x5e70fd043B60e34c83A00D0B6000a743C3805c27,0xF257391ef5237A4365189115A7aC6c456EC74452,0xF257391ef5237A4365189115A7aC6c456EC74452,1.596205,1596205499710108236,false,HEALTHY,""
0x3958895272342672d3A89b8DCFa65f6dfeEb68dC,0x9332e35e87eAc40a0810813a7a12C458E8043184,0x9332e35e87eAc40a0810813a7a12C458E8043184,1.025460,1025460193600645256,false,HEALTHY,""
0x1D22DF17488356FA21d0f927f74EED4a974FBb4E,0xDEfA2E9a66721e855571f4C7082832186405632f,0xDEfA2E9a66721e855571f4C7082832186405632f,2.444337,2444336599031943361,false,HEALTHY,""
0x9ADC4F155C35a073a213E25548e35AE2634d8ee8,0xDB75D58e00106A8dfdbAf225Ff9257529cc37f53,0xDB75D58e00106A8dfdbAf225Ff9257529cc37f53,1.124629,1124629352196596962,false,HEALTHY,""
0xc9E9B63c984530A3De7Cb7e60edEFaf9a76Ff4D6,0xF77D26E37350E21A299d6AfEad2f2aB202db0008,0xF77D26E37350E21A299d6AfEad2f2aB202db0008,1.474924,1474924040116410137,false,HEALTHY,""
0x8fDD62F41164771cc8cd6f6DadeC4B0691d6A923,0x3b92A09828FAf79D24fa2Bc2aBF68E8ED5889E76,0x3b92A09828FAf79D24fa2Bc2aBF68E8ED5889E76,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x9dc87ffc26DC4782d5208A37f231310c5BEE59B3,0xe2B1755c08A1F0489de8CC11140177CFE7ac1Af8,0xe2B1755c08A1F0489de8CC11140177CFE7ac1Af8,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xE89889586Cd4987211ec4f0b1E281ae356E242e7,0xe2B1755c08A1F0489de8CC11140177CFE7ac1Af8,0xe2B1755c08A1F0489de8CC11140177CFE7ac1Af8,1.276175,1276175265502315362,false,HEALTHY,""
0x53D4b2eE7BC07DdA9422056A4f3d0d4728013bf2,0xA33649f2Aa7e785DD8994D440223335C4803B1de,0xA33649f2Aa7e785DD8994D440223335C4803B1de,1.874383,1874382745645558913,false,HEALTHY,""
0xf344200E5148631e9a5817953Ad6bced9B713493,0xe2B1755c08A1F0489de8CC11140177CFE7ac1Af8,0xe2B1755c08A1F0489de8CC11140177CFE7ac1Af8,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xCD385f77C51011D54B79cfeF6FBC53f2C4e9C78a,0x7A35bbc1De0b86E11AEA964956807E08317f3803,0x7A35bbc1De0b86E11AEA964956807E08317f3803,1.191789,1191789174626588855,false,HEALTHY,""
0x7821eb1ae6d080f3E3502f33A6328B80C6906932,0x8089021005818d228d944fAb4CC1D37875DE2f67,0x8089021005818d228d944fAb4CC1D37875DE2f67,1.012887,1012887117446179129,false,HEALTHY,""
0x5a7dcC2462aAAD82a06E4A36f905Dd56379099B7,0x77721391e61011CE838704137BE1a4429049Ed38,0x77721391e61011CE838704137BE1a4429049Ed38,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xDD2F02a25Fc1d13Da5af8F1D8BB75C8ba1e7206E,0xF7679e113366bF8C82396382eEcfb8cb45Cf084C,0xF7679e113366bF8C82396382eEcfb8cb45Cf084C,1.126913,1126913407799709555,false,HEALTHY,""
0xAD292d7e7047b62ac35494A604D9855b26B8944E,0x77721391e61011CE838704137BE1a4429049Ed38,0x77721391e61011CE838704137BE1a4429049Ed38,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x9648B387B6449B2c28637E8967be0d6aB1D25266,0xdb4bf19E3f1FE78Aba484422bc957a64Ec39aD24,0xdb4bf19E3f1FE78Aba484422bc957a64Ec39aD24,1.029061,1029061056113305693,false,HEALTHY,""
0xfe9350B904Bf08639A7C2F794D9924009D958075,0x3A306B33a1Da8A0412983b8C4939F8a9cd568f40,0x3A306B33a1Da8A0412983b8C4939F8a9cd568f40,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x1146e050f536d8D4B63516bAdDd4E62c72fce15D,0xFA01E0882a2fa5a3E155D43E809F8fdEF2117aaf,0xFA01E0882a2fa5a3E155D43E809F8fdEF2117aaf,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x80E9ACD097779277bd15b64E8949204532118f20,0xFA01E0882a2fa5a3E155D43E809F8fdEF2117aaf,0xFA01E0882a2fa5a3E155D43E809F8fdEF2117aaf,1.126079,1126078732414706698,false,HEALTHY,""
0x915C5215EbF98688bdb5caa3b0736Fc0D0FB45f2,0x9F08dac303C518a4C781bCc0d701B8732DBDB6A7,0x9F08dac303C518a4C781bCc0d701B8732DBDB6A7,2.235401,2235401452055929863,false,HEALTHY,""
0x2B689932F68F3884041aDad80eaF01f341F7Ba16,0x9F08dac303C518a4C781bCc0d701B8732DBDB6A7,0x9F08dac303C518a4C781bCc0d701B8732DBDB6A7,1.470523,1470522861023943749,false,HEALTHY,""
0xFD1D04c40FD334406861e835Cd274755C944124B,0xFF1405BF95176edf4210e601dd3138e39101256B,0xFF1405BF95176edf4210e601dd3138e39101256B,1.799421,1799420529023144278,false,HEALTHY,""
0x6538d7ED4ff5caa04d39c21687eae45F06051e53,0xBCEffB3dd59E28e34a28fF7F317a8dd99889fBfC,0xBCEffB3dd59E28e34a28fF7F317a8dd99889fBfC,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xCB687ebE46922db8580b2525Ae7C6FBb55B770CA,0xD0229CcCeda1DD2BF8A6Da1AafFA21e212032e0f,0xD0229CcCeda1DD2BF8A6Da1AafFA21e212032e0f,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x9D92d25978cfd0d87282b042297FD9B953DADc9B,0x8085081C55c12Fd4579ED775F3375E9cEC655409,0x8085081C55c12Fd4579ED775F3375E9cEC655409,1.285303,1285302830459953497,false,HEALTHY,""
0xc5d67483a27A1ab478Ade2EE7455C58e322bACcf,0x68a37b3b99b6a5E8e997BAD2D362DcCa2d64A427,0x68a37b3b99b6a5E8e997BAD2D362DcCa2d64A427,1.020084,1020083552813113240,false,HEALTHY,""
0x72C624F477047043460b792a1C0fee85e6a8025D,0x8559E50C15112cf50a6B6aEB5F629B08aA2433D9,0x8559E50C15112cf50a6B6aEB5F629B08aA2433D9,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xb99bDF42AF99Be3C21B08B7e2983Cd93513465b2,0x68a37b3b99b6a5E8e997BAD2D362DcCa2d64A427,0x68a37b3b99b6a5E8e997BAD2D362DcCa2d64A427,1.020083,1020083325219994584,false,HEALTHY,""
0x2A21e1b6C0b1eC6d64c2bD7504992B9B6D29Dbf9,0x8559E50C15112cf50a6B6aEB5F629B08aA2433D9,0x8559E50C15112cf50a6B6aEB5F629B08aA2433D9,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x28bDBefE859554378C57049C1384586f4C0CBb83,0xec3c19B21aAFD2fc0306e5Ff8aD547c0174e2012,0xec3c19B21aAFD2fc0306e5Ff8aD547c0174e2012,1.215833,1215833307543617365,false,HEALTHY,""
0x8f0423679F2647Dc5393a2a70A577144697Bdca6,0x87A9756D8eEB60E662b87DA5B895762274395c73,0x87A9756D8eEB60E662b87DA5B895762274395c73,1.124644,1124643799181990925,false,HEALTHY,""
0x2EEb12b83D81121B1fD2646F24E90c1cd97AD29b,0xC101DfEbcF08D66cb16E132dCf21c0b6F289B0F9,0xC101DfEbcF08D66cb16E132dCf21c0b6F289B0F9,1.153481,1153480565625208491,false,HEALTHY,""
0x216936A1B2552B8ECCab9c26b93cc6F028A6A0D2,0x73D1210d70436FF7112012b369a48f27E3656e4e,0x73D1210d70436FF7112012b369a48f27E3656e4e,1.124645,1124644550668463853,false,HEALTHY,""
0x1Aaac2Ea8B140E4f01083457e81f3A94b9BBA2b5,0x522049C1B092a54c4eA426a0Cb37CeaD91dAb024,0x522049C1B092a54c4eA426a0Cb37CeaD91dAb024,1.623068,1623067546206329642,false,HEALTHY,""
0xCA7581F2648689516F9fd72650B4075942f3F7e5,0x68a37b3b99b6a5E8e997BAD2D362DcCa2d64A427,0x68a37b3b99b6a5E8e997BAD2D362DcCa2d64A427,1.020087,1020086570172415263,false,HEALTHY,""
0x918e8f9A37dE776B2507f9eEf321E3C44965aDD7,0x68a37b3b99b6a5E8e997BAD2D362DcCa2d64A427,0x68a37b3b99b6a5E8e997BAD2D362DcCa2d64A427,1.020087,1020086719575890126,false,HEALTHY,""
0xE7a0DCe95CBDCC0720ea156aA88d7A585a2899F4,0x94D80146aE0Ac239367358c5455F72CaF134aBEC,0x94D80146aE0Ac239367358c5455F72CaF134aBEC,1.097215,1097215309934436095,false,HEALTHY,""
0x09198FdDc023Ac8026Fae8E89721a43ca0B60cB1,0xe07AE551cF3078Cfc05269509D5Bb5FF6C805F7E,0xe07AE551cF3078Cfc05269509D5Bb5FF6C805F7E,1.124646,1124646289108241599,false,HEALTHY,""
0xb78EB05d516c4DE2de0896387C159022a070f989,0x315B7c22Df449c0A139139bFC2854fd060eF033B,0x315B7c22Df449c0A139139bFC2854fd060eF033B,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x95e76ae409B39bcB1997A5Efe691ab76De3D4CE1,0x7DCB8D8cF41467c2556BEa1A90A5677076EC5A2b,0x7DCB8D8cF41467c2556BEa1A90A5677076EC5A2b,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x47b98eC36D60D6c8b64d8eB26793EEf3126553D4,0x7DCB8D8cF41467c2556BEa1A90A5677076EC5A2b,0x7DCB8D8cF41467c2556BEa1A90A5677076EC5A2b,1.596259,1596259129235528254,false,HEALTHY,""
0x31Dd027776e6B812e73E07C664C80b08Bad2A0a8,0x7fFeD39E2C479EA20FF4Ae71CAFdEDb4300e1B7d,0x7fFeD39E2C479EA20FF4Ae71CAFdEDb4300e1B7d,1.020088,1020087585059385543,false,HEALTHY,""
0xFd02f91D792F0A1FB3C6529595f9F561bCD1F730,0xe1965bc3Cf5740bc1b867d155C9651c2cAa608c1,0xe1965bc3Cf5740bc1b867d155C9651c2cAa608c1,1.183839,1183839379533002735,false,HEALTHY,""
0xa7Bf2D7f9a84806cE15663AD5403C0908429852c,0x3b92A09828FAf79D24fa2Bc2aBF68E8ED5889E76,0x3b92A09828FAf79D24fa2Bc2aBF68E8ED5889E76,1.062593,1062592513532086303,false,HEALTHY,""
0x7c1735750897a5232567465087C3B29cF2f2Cf94,0xb42a1B8DBeBb519a6815cbd3aE8ebfD600e6F039,0xb42a1B8DBeBb519a6815cbd3aE8ebfD600e6F039,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xD24A6DF3B5FE31AC7f2606B2749a54333640C15b,0xb42a1B8DBeBb519a6815cbd3aE8ebfD600e6F039,0xb42a1B8DBeBb519a6815cbd3aE8ebfD600e6F039,1.058494,1058493672685314423,false,HEALTHY,""
0x5DecfAcaee5FCafbe5Aa2B51a1fF18389ac1AefB,0x2FD07CB7A4dcD47e32C5c7b7D787A4f8BbB1B4AA,0x2FD07CB7A4dcD47e32C5c7b7D787A4f8BbB1B4AA,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x5d05DB0a5F1C436621AC795BF7d30062f3F69133,0x3b92A09828FAf79D24fa2Bc2aBF68E8ED5889E76,0x3b92A09828FAf79D24fa2Bc2aBF68E8ED5889E76,3.598880,3598879910076422873,false,HEALTHY,""
0x2A803a8d93D64723d25EC6469faCe79c2c720cDb,0x5b19de41d0a91562553fdE168ad909B934038B28,0x5b19de41d0a91562553fdE168ad909B934038B28,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xe27181B7fc8F5848a83961a439FC1bcBF8521d4c,0x65338b9952c2D55aa7279642EF5FB1a0ebabfAF1,0x65338b9952c2D55aa7279642EF5FB1a0ebabfAF1,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xe8E4609a389470C0746403Bc468dcd88F1DEeF9f,0x2FD07CB7A4dcD47e32C5c7b7D787A4f8BbB1B4AA,0x2FD07CB7A4dcD47e32C5c7b7D787A4f8BbB1B4AA,1.020091,1020091205287835658,false,HEALTHY,""
0x309209142827Cb2654Ed9B07D89697035eFC3DD0,0xc4f59dE2c1e338dA16e1fe904D3133CB32A93dd5,0xc4f59dE2c1e338dA16e1fe904D3133CB32A93dd5,1.020091,1020091408412506471,false,HEALTHY,""
0xd24207cd688f7c8C91C543C5f75BCEb5DB35F593,0xe3D2e44ef2b07c432569f09F8348D3CFFC14Ea57,0xe3D2e44ef2b07c432569f09F8348D3CFFC14Ea57,1.352964,1352964164564371120,false,HEALTHY,""
0x4F8CCE2917f2590CE8320FdB918736A577D5570e,0x658204fB71d397C26B9da36cbC103E09baAFCec3,0x658204fB71d397C26B9da36cbC103E09baAFCec3,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xf47D3f86d881a6960687f62471e78bB5d983a4A5,0x8fe669A1Dd71571f30796df49a440388E8705AB1,0x8fe669A1Dd71571f30796df49a440388E8705AB1,1.366316,1366315705802953950,false,HEALTHY,""
0xe1Fde5aF79C67Ac39dA7240F5F71f19A98d1D587,0x8fe669A1Dd71571f30796df49a440388E8705AB1,0x8fe669A1Dd71571f30796df49a440388E8705AB1,1.359240,1359239855205663153,false,HEALTHY,""
0x3C29313e1314a72D697D8cB8BC2058DEe866Bc62,0x70381dba39c529aB86aDA1C618A192e6089E795d,0x70381dba39c529aB86aDA1C618A192e6089E795d,1.131726,1131725605396744598,false,HEALTHY,""
0xF583248dB236Ce41A51Cd8cd122D41ce438A7B13,0x8Cf7BaAE1bB4662b82564B1b8d8b2A88f90c2150,0x8Cf7BaAE1bB4662b82564B1b8d8b2A88f90c2150,1.015815,1015814594041728784,false,HEALTHY,""
0x2355300295f8dd3447A8b6F9f9B258EC48763f85,0x446424f5B7c79D6f77Ee17D8a0f929f0aDbB8769,0x446424f5B7c79D6f77Ee17D8a0f929f0aDbB8769,1.298516,1298516280890976696,false,HEALTHY,""
0x6e1b2ddfEf5cAf33C38860B04BE6FE7C60F352b7,0xf1747cb745F15E9f8D81f61455dee46Fd3dAaFe9,0xf1747cb745F15E9f8D81f61455dee46Fd3dAaFe9,1.207681,1207680819895826097,false,HEALTHY,""
0x58c63E9b9086Ba6F9E75e3f240EeA411Be63570a,0xc15dd30C03d83DD56a5Ffb901Eb1C8B6F99Eec4A,0xc15dd30C03d83DD56a5Ffb901Eb1C8B6F99Eec4A,1.124653,1124652768171851674,false,HEALTHY,""
0x9BCb9803880D7514B7429D48a86EF2463EC0Ad2E,0xF1B96fAf44D0a04F7A39ed90b4B3A2942403b109,0xF1B96fAf44D0a04F7A39ed90b4B3A2942403b109,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x5746862053E72298787D7014e3ad5116Ce4a8a6d,0xc3C4445f5EaEf12674912768A5a73638b8F44F81,0xc3C4445f5EaEf12674912768A5a73638b8F44F81,1.002626,1002625965792849864,false,HEALTHY,""
0xca86Ac29CB960228D0ECc281701c0ff8e70DAc80,0x1c71B19FC4D4BdC9E5bF9b79C8C7332aC368d602,0x1c71B19FC4D4BdC9E5bF9b79C8C7332aC368d602,1.799447,1799447110263970866,false,HEALTHY,""
0x9Bb079e1Bf1c074983471b5645b83Ee03B80BCfF,0xFF1405BF95176edf4210e601dd3138e39101256B,0xFF1405BF95176edf4210e601dd3138e39101256B,1.799447,1799447112950627567,false,HEALTHY,""
0x63360366dB9273D133cCBc865aa2C8215B3771E1,0x72DaD85d378902B22117b729c1CbE09F130E9f54,0x72DaD85d378902B22117b729c1CbE09F130E9f54,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x10b39Bf10C96063128BA3236830415B3d3c568f3,0xd32f2E56EE7f03659821d6EcA1397a461f3A09C5,0xd32f2E56EE7f03659821d6EcA1397a461f3A09C5,1.199632,1199632343613725070,false,HEALTHY,""
0xC58aaB3fE9992b1e697a2BEAAf4B6EbBd71C2653,0xebd2c088DBce397EaA9D123083a08c43EE0bBe26,0xebd2c088DBce397EaA9D123083a08c43EE0bBe26,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x56CB261756adFd73c7980Fc63c19877BFde99541,0xe87600f29e4F4DF4a1F1195870b182ca611ff13A,0xe87600f29e4F4DF4a1F1195870b182ca611ff13A,1.046193,1046193391607174207,false,HEALTHY,""
0xcCC070499E7703D74F3613356a0aD9AA956c1789,0x02BdE39E364Fcbb1F12908d838731a62DcB93455,0x02BdE39E364Fcbb1F12908d838731a62DcB93455,1.199636,1199635572841188530,false,HEALTHY,""
0x9612E2f5EDFeaedf26B5E5Ad1bD1833f93f3aF8D,0xebd2c088DBce397EaA9D123083a08c43EE0bBe26,0xebd2c088DBce397EaA9D123083a08c43EE0bBe26,1.378882,1378881582158021934,false,HEALTHY,""
0xED02B072434478af0a416b45BC688A8B7b60a76b,0x72DaD85d378902B22117b729c1CbE09F130E9f54,0x72DaD85d378902B22117b729c1CbE09F130E9f54,1.058503,1058502838134968330,false,HEALTHY,""
0x2daF9E1AcFf71304637E436093d10bF845fA45C6,0x72DaD85d378902B22117b729c1CbE09F130E9f54,0x72DaD85d378902B22117b729c1CbE09F130E9f54,1.285325,1285325023446688867,false,HEALTHY,""
0xec39b110Ad190BC891F1Dd114753D6ff93795788,0x79e5F1371F945AeE66f731734C61441FaF9e7CD3,0x79e5F1371F945AeE66f731734C61441FaF9e7CD3,1.406319,1406318993566012209,false,HEALTHY,""
0xBdC8E29C02f71b6123fbf549e221D285AD0fa8c2,0x3d32e9012e0B34E45c77A4A60742986B60cFE2Ba,0x3d32e9012e0B34E45c77A4A60742986B60cFE2Ba,1.199637,1199636673627444759,false,HEALTHY,""
0x0a088E953D598d23efEDD1fCAbAA30ed1C9f8eE4,0x32b45a59ac794fD14B684727d9C7AbecDf7acCcd,0x32b45a59ac794fD14B684727d9C7AbecDf7acCcd,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x1A659337EbFE97Ae3d5B824c56e7885910BC066B,0x615B274fD1A404Fe5F6C59f0b8310Cc7F889A9cF,0x615B274fD1A404Fe5F6C59f0b8310Cc7F889A9cF,1.654358,1654358373612444254,false,HEALTHY,""
0x3c88a4490ce7546E66d655E61Eedd8c4C8f514ec,0xD94Ea61f089E6EC2c97C16c33f6F262552B1C270,0xD94Ea61f089E6EC2c97C16c33f6F262552B1C270,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x5E8460530cB3cA7A23CBd36D37Ffcf279D0F6631,0x63B179d3A9a71628DB9fcEaa9EAD440965f5552e,0x63B179d3A9a71628DB9fcEaa9EAD440965f5552e,1.207689,1207688816399560636,false,HEALTHY,""
0xdC059D3398f1DD075f9E1eA3Cad06848A5A1DD92,0xC0e33564E04b9492B0E54A1E46acb29C9fD5542D,0xC0e33564E04b9492B0E54A1E46acb29C9fD5542D,1.199637,1199636706299617460,false,HEALTHY,""
0x171C23881635a87110dBB08fC272866FCeFc8878,0x9AA45F52A1ee01a50E49DDb8E67baC47D75a6db1,0x9AA45F52A1ee01a50E49DDb8E67baC47D75a6db1,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xD72233B680505d028dBBa34Fca64AFC3ECC52c77,0xe098d58d7a5AAd19DC5CAD7ecdc712A68A3ce2Ea,0xe098d58d7a5AAd19DC5CAD7ecdc712A68A3ce2Ea,1.215848,1215848220281423347,false,HEALTHY,""
0xd1D3474F15F9546Fd741C74C85881BCF9420EC2E,0xbbe46960961A05C7981a5F6f0490e8A4916B56c9,0xbbe46960961A05C7981a5F6f0490e8A4916B56c9,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xf5A80b001EB8d74544ee68900dd23D96c33869e7,0x697B108a9Cf660FB6a2fc3F0FCC1C98B1218249B,0x697B108a9Cf660FB6a2fc3F0FCC1C98B1218249B,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x3BBa6474D93ffa4485035Ba42560435da89a2715,0x72DaD85d378902B22117b729c1CbE09F130E9f54,0x72DaD85d378902B22117b729c1CbE09F130E9f54,1.058505,1058505445074551914,false,HEALTHY,""
0xF975D20cE03475CfF2316C4c351C1e54A7F6B181,0x402d2A9E83cc3f8EF26FcB3B23b20CBA67407582,0x402d2A9E83cc3f8EF26FcB3B23b20CBA67407582,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xF1cB4385bd4B0cf45F9D9d63b3377D34DcAEd7b6,0x61cdf5901347700F3FE4071Badc8D901cE93D548,0x61cdf5901347700F3FE4071Badc8D901cE93D548,1.705735,1705734573881757703,false,HEALTHY,""
0xff25d5fA44161d347b8E9293e5969E13DAb8F1C3,0x406E51083c0b5c057704Ee04a0267baF47a07990,0x406E51083c0b5c057704Ee04a0267baF47a07990,1.006266,1006265761034814616,false,HEALTHY,""
0x97De84CA42ACD9fdF21f1D233Abc8b78746877E8,0xBf53de78d336AC4Daa55C6a7BA70D22f4d97b7AB,0xBf53de78d336AC4Daa55C6a7BA70D22f4d97b7AB,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x1C08c23f37f7715267DfeEb9e024e4C20BD68755,0x3fa30492C2Ea93e5C9E91C8C0fe2fDb8a900A103,0x3fa30492C2Ea93e5C9E91C8C0fe2fDb8a900A103,1.168479,1168478919135654729,false,HEALTHY,""
0x429f06E87B4A5094143C56A567ef2c4bfBD2D2Ef,0xb976dD136f57c0475B20b19eCfDEd99F5b125803,0xb976dD136f57c0475B20b19eCfDEd99F5b125803,1.805299,1805298716106818230,false,HEALTHY,""
0x9e7a07c700FDCEA6c536B3b2C9cFF324627Ac5BB,0x90d4e3d66F518A57085aDc42ad68ccb06049a7Ca,0x90d4e3d66F518A57085aDc42ad68ccb06049a7Ca,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x03b8dC720EDc4b7408556D6c8e3E4694703086e0,0x3A306B33a1Da8A0412983b8C4939F8a9cd568f40,0x3A306B33a1Da8A0412983b8C4939F8a9cd568f40,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x52688519d40A91F74dB534F157F0E433fC763850,0xAeAe3319f670f1F7aA18b42f9d5f3452F4ee69e6,0xAeAe3319f670f1F7aA18b42f9d5f3452F4ee69e6,1.739573,1739573387549224915,false,HEALTHY,""
0x2626039a9492AC0fc5f7A5b72453616D31FCa911,0x731A2e51ebfAeBacF8477E992CDEB1E8eacf519C,0x731A2e51ebfAeBacF8477E992CDEB1E8eacf519C,1.020100,1020099921449280116,false,HEALTHY,""
0xF318388929F6C51e60795a9e7095F3643C33426c,0xe2F62DfeF10aC98830c9cD29EE240B18aEEB803c,0xe2F62DfeF10aC98830c9cD29EE240B18aEEB803c,1.126121,1126121342894056011,false,HEALTHY,""
0x7b894674c314e9d3ff407647f835033BF7de1c22,0xD0229CcCeda1DD2BF8A6Da1AafFA21e212032e0f,0xD0229CcCeda1DD2BF8A6Da1AafFA21e212032e0f,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0x06A843374D3b538F11d093159b0e54832eF06D48,0xCcbcc3a236853915752Fbf265BB97db011dB0153,0xCcbcc3a236853915752Fbf265BB97db011dB0153,1.499547,1499546966723258509,false,HEALTHY,""
0x3db20a865B3816fA0904F97D5Fe912c8d78aeB1e,0x1BAad34073Be1Da7eA8c294a017995c2c2F86fB4,0x1BAad34073Be1Da7eA8c294a017995c2c2F86fB4,1.058504,1058504041938972742,false,HEALTHY,""
0x976c07BdccC5198aE934360BF1BaAB90f22fa31b,0x7F098BF537d677ac47Ae12420082cCc715dd065D,0x7F098BF537d677ac47Ae12420082cCc715dd065D,1.003817,1003816866813706720,false,HEALTHY,""
0x1B17eCaAa24846948b4f34639Cf3c48e21f4DbbF,0x754845B83b3fdfc74d39db4765C87e1286a66cce,0x754845B83b3fdfc74d39db4765C87e1286a66cce,1.046196,1046195979653320949,false,HEALTHY,""
0x3D73dB182d18C0C6E347C7aEb74B7A5BB7c4FAe3,0x5D4d3FaE4d0282FD8A558b5f42Ba700974cBfd1A,0x5D4d3FaE4d0282FD8A558b5f42Ba700974cBfd1A,1.020100,1020099860077811887,false,HEALTHY,""
0xF2cc4cEDD7e9b2c7BE32Dd3645DbC99e11E42F5B,0x524C78a7934e56216C4AA20dDC14340127308205,0x524C78a7934e56216C4AA20dDC14340127308205,1.499547,1499547029421706658,false,HEALTHY,""
0xC32C7861a7277973134d83562300Cdfd92BcC902,0xD0229CcCeda1DD2BF8A6Da1AafFA21e212032e0f,0xD0229CcCeda1DD2BF8A6Da1AafFA21e212032e0f,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xBE689E076E9719Ebc0F2a613b013505B88da029F,0xDB75D58e00106A8dfdbAf225Ff9257529cc37f53,0xDB75D58e00106A8dfdbAf225Ff9257529cc37f53,MAX,115792089237316195423570985008687907853269984665640564039457584007913129639935,false,HEALTHY (No debt),""
0xa1375cf3F969577Abba5d696e8eF83A68a725797,0xD1aB71E1953bD6aFD0411d0de061C67d90B5C87f,0xD1aB71E1953bD6aFD0411d0de061C67d90B5C87f,1.031690,1031690359273841403,false,HEALTHY,""
0x47BE8fEA89C0dB4bcc6d98c497C062DBD3208eD3,0xd52151996ef6f4bD02f1CbEcB460bB746cE1273b,0xd52151996ef6f4bD02f1CbEcB460bB746cE1273b,1.030015,1030014599445889081,false,HEALTHY,""
